http://nckues.ddns.net:22222/query?value=295e353a4116b1164aa70867c62883e941a9ff6a,295e35
http://nckues.ddns.net:22222/query?value=31413d1d48f9c126c8d7869844590219bfda7d9b,31413d
http://nckues.ddns.net:22222/query?value=3924450050dcd137470804c8c289804a3e0afbcb,392445
http://nckues.ddns.net:22222/query?value=41074ce358bfe147c53882f940b9fe7abc3b79fc,41074c
http://nckues.ddns.net:22222/query?value=48ea54c660a2a15843690129beea7cab3a6bf82c,48ea54
http://nckues.ddns.net:22222/query?value=50cd5ca96885b168c1997f5a3d1afadbb89c765d,50cd5c
http://nckues.ddns.net:22222/query?value=58b0648c7068c1793fc9fd8abb4b790c36ccf48d,58b064
http://nckues.ddns.net:22222/query?value=60936c6f784bd189bdfa7bbb397bf73cb4fd72be,60936c
http://nckues.ddns.net:22222/query?value=68767452802ee19a3c2af9ebb7ac756d332df0ee,687674
http://nckues.ddns.net:22222/query?value=70597c358811a1aaba5b781c35dcf39db15e6f1f,70597c
http://nckues.ddns.net:22222/query?value=783c84188ff4b1bb388bf64cb40d71ce2f8eed4f,783c84
http://nckues.ddns.net:22222/query?value=801f8bfb97d7c1cbb6bc747d323deffeadbf6b71,801f8b
http://nckues.ddns.net:22222/query?value=880293de9fbad1dc34ecf2adb06e6e2f2befe9a2,880293
http://nckues.ddns.net:22222/query?value=8fe59bc1a79de1ecb31d70de2e9eec5faa11c1d2,8fe59b
http://nckues.ddns.net:22222/query?value=97c8a3a4af80a1fd314def0eaccf6a8182424002,97c8a3
http://nckues.ddns.net:22222/query?value=9fabab87b763b20daf7e6d3f2affe8b20072be33,9fabab
http://nckues.ddns.net:22222/query?value=a78eb36abf46c21e2daeeb6fa921c0e27ea33c63,a78eb3
http://nckues.ddns.net:22222/query?value=af71bb4dc729d22eabdf699181523f12fcd3ba94,af71bb
http://nckues.ddns.net:22222/query?value=b754c330cf0ce23f2a0fe7c1ff82bd437b0438c4,b754c3
http://nckues.ddns.net:22222/query?value=bf37cb13d6efa24fa831bff27db33b73f934b6f5,bf37cb
http://nckues.ddns.net:22222/query?value=c71ad2f6ded2b25180623e22fbe3b9a477653525,c71ad2
http://nckues.ddns.net:22222/query?value=cefddad9e6b5c261fe92bc537a1437d4f595b356,cefdda
http://nckues.ddns.net:22222/query?value=d6e0e2bcee98d2727cc33a83f844b60573c63186,d6e0e2
http://nckues.ddns.net:22222/query?value=dec3ea9ff67be282faf3b8b476753435f1f6afb7,dec3ea
http://nckues.ddns.net:22222/query?value=e6a6f282fe5ea293792436e4f4a5b26670272de7,e6a6f2
http://nckues.ddns.net:22222/query?value=ee89fa651be1b2a3f754b51572d63096ee57ac18,ee89fa
http://nckues.ddns.net:22222/query?value=f66c17e823c4c2b475853345f106aec76c882a48,f66c17
http://nckues.ddns.net:22222/query?value=fe4f1fcb2ba7d2c4f3b5b1766f372cf7eab8a879,fe4f1f
http://nckues.ddns.net:22222/query?value=1bd227ae338ae2d571e62fa6ed67ab2868e926a9,1bd227
http://nckues.ddns.net:22222/query?value=23b52f913b6da2e5f016add76b982958e719a4da,23b52f
http://nckues.ddns.net:22222/query?value=2b9837744350b2f66e472c07e9c8a789654a230a,2b9837
http://nckues.ddns.net:22222/query?value=337b3f574b33c306ec77aa3867f925b9e37aa13b,337b3f
http://nckues.ddns.net:22222/query?value=3b5e473a5316d3176aa82868e629a3ea61ab1f6b,3b5e47
http://nckues.ddns.net:22222/query?value=43414f1d5af9e327e8d8a699645a221adfdb9d9c,43414f
http://nckues.ddns.net:22222/query?value=4b24570062dca338670924c9e28aa04b5e0c1bcc,4b2457
http://nckues.ddns.net:22222/query?value=53075ee36abfb348e539a2fa60bb1e7bdc3c99fd,53075e
http://nckues.ddns.net:22222/query?value=5aea66c672a2c359636a212adeeb9cac5a6d182d,5aea66
http://nckues.ddns.net:22222/query?value=62cd6ea97a85d369e19a9f5b5d1c1adcd89d965e,62cd6e
